Phồn_thể,Giản_thể,Pinyin,Phiên_âm_Hán_Việt,Số_âm_HV,Tần_suất_rank
紫,紫,zǐ,tử / tía,2,596
劉,刘,liú,lưu,1,597
刘,刘,liú,lưu,1,597
善,善,shàn,thiện / thiến,2,598
香,香,xiāng,hương,1,599
單,单,dān,đan / đơn / thiện / thiền,4,600
单,单,dān,đan,1,600
晚,晚,wǎn,vãn,1,601
吨,吨,dūn,đồn,1,602
亚,亚,yà,á,1,603
搶,抢,qiǎng,thưởng / thương / thướng,3,604
抢,抢,qiǎng,thưởng,1,604
弄,弄,nòng,lộng,1,605
列,列,liè,liệt,1,606
質,质,zhì,chất / chí,2,607
质,质,zhì,chất,1,607
銅,铜,tóng,đồng,1,608
铜,铜,tóng,đồng,1,608
詞,词,cí,từ,1,609
词,词,cí,~từ,1,609
厂,厂,chǎng,hán,1,610
廠,厂,chǎng,xưởng,1,610
暖,暖,nuǎn,noãn,1,611
感,感,gǎn,cảm,1,612
憑,凭,píng,bằng,1,613
凭,凭,píng,bằng / bẵng,2,613
追,追,zhuī,truy / đôi,2,614
緊,紧,jǐn,khẩn,1,615
紧,紧,jǐn,~khẩn,1,615
题,题,tí,đề,1,616
臣,臣,chén,thần,1,617
油,油,yóu,du / dầu,2,618
讀,读,dú,độc / đọc / đậu,3,619
读,读,dú,độc,1,619
球,球,qiú,cầu,1,620
守,守,shǒu,thủ / thú,2,621
俄,俄,é,nga,1,622
功,功,gōng,công,1,623
端,端,duān,đoan,1,624
散,散,sàn,tán / tản,2,625
義,义,yì,nghĩa,1,626
义,义,yì,~dị,1,626
公,公,gōng,công,1,627
攻,攻,gōng,công,1,628
陳,陈,chén,trần / trận,2,629
陈,陈,chén,trần,1,629
禮,礼,lǐ,lễ,1,630
礼,礼,lǐ,lễ,1,630
青,青,qīng,thanh,1,631
引,引,yǐn,dẫn / dấn,2,632
投,投,tóu,đầu,1,633
目,目,mù,mục,1,634
树,树,shù,thụ,1,635
寺,寺,sì,tự,1,636
岗,岗,gǎng,~cương,1,637
牆,墙,qiáng,tường,1,638
墻,墙,qiáng,tường,1,638
墙,墙,qiáng,tường,1,638
頗,颇,pō / pǒ,pha / phả / phở,3,639
颇,颇,pō,phả,1,639
尚,尚,shàng,thượng / chuộng,2,640
凡,凡,fán,phàm,1,641
邦,邦,bāng,bang / vâng,2,642
根,根,gēn,căn,1,643
末,末,mò,mạt,1,644
槍,枪,qiāng,thương / sanh,2,645
枪,枪,qiāng,~thương,1,645
運,运,yùn,vận,1,646
运,运,yùn,~vận,1,646
值,值,zhí,trị,1,647
港,港,gǎng,cảng,1,648
響,响,xiǎng,hưởng / hướng,2,649
响,响,xiǎng,hưởng,1,649
勢,势,shì,thế,1,650
势,势,shì,thế,1,650
鬼,鬼,guǐ,quỷ,1,651
批,批,pī,phê,1,652
包,包,bāo,bao,1,653
替,替,tì,thế,1,654
司,司,sī,tư / ti,2,655
卷,卷,juǎn,quyển / quyền / cuốn / quyến / cuộn,5,656
捲,卷,juǎn,quyển / quyền / cuốn,3,656
旁,旁,páng,bàng / banh / phang / bạng,4,657
夏,夏,xià,hạ / giá / giạ,3,658
招,招,zhāo,chiêu / thiêu / thiều,3,659
武,武,wǔ,vũ / võ,2,660
冒,冒,mào,mạo / mặc,2,661
族,族,zú,tộc,1,662
貼,贴,tiē,thiếp,1,663
贴,贴,tiē,thiếp,1,663
硬,硬,yìng,ngạnh,1,664
利,利,lì,lợi,1,665
壜,坛,tán,đàm,1,666
罈,坛,tán,đàm,1,666
罎,坛,tán,đàm,1,666
坛,坛,tán,đàn,1,666
冷,冷,lěng,lãnh / lạnh,2,667
玉,玉,yù,ngọc / túc,2,668
腿,腿,tuǐ,thối / thoái,2,669
答,答,dá,đáp,1,670
保,保,bǎo,bảo,1,671
照,照,zhào,chiếu,1,672
假,假,jiǎ,giả / giá,2,673
板,板,bǎn,bản / ván,2,674
禦,御,yù,ngự / ngừa / ngữ,3,675
御,御,yù,ngự / nhạ,2,675
易,易,yì,dịch / dị,2,676
賊,贼,zéi,tặc,1,677
贼,贼,zéi,tặc,1,677
媽,妈,mā,mụ / ma / má,3,678
妈,妈,mā,~má,1,678
度,度,dù,độ / đạc,2,679
宋,宋,sòng,tống,1,680
專,专,zhuān,chuyên,1,681
专,专,zhuān,chuyên,1,681
熟,熟,shú,thục,1,682
計,计,jì,kế / kê / kể,3,683
计,计,jì,kế,1,683
忘,忘,wàng,vong,1,684
赴,赴,fù,phó,1,685
射,射,shè,xạ / dịch / dạ,3,686
頁,页,yè,hiệt,1,687
页,页,yè,~hiệt,1,687
乃,乃,nǎi,nãi / ái / nải,3,688
垸,垸,yuàn,~nguyện,1,689
巴,巴,bā,ba,1,690
咱,咱,zán,ta / cha,2,691
支,支,zhī,chi,1,692
厚,厚,hòu,hậu,1,693
燒,烧,shāo,thiêu / thiếu,2,694
烧,烧,shāo,tiêu,1,694
微,微,wēi,vi,1,695
虎,虎,hǔ,hổ,1,696
佈,布,bù,bố,1,697
布,布,bù,bố,1,697
节,节,jié,~tiệp,1,698
升,升,shēng,thăng,1,699
陞,升,shēng,thăng,1,699
依,依,yī,y / ỷ,2,700
苦,苦,kǔ,khổ,1,701
絶,绝,jué,tuyệt,1,702
絕,绝,jué,tuyệt,1,702
绝,绝,jué,~tuyệt,1,702
翻,翻,fān,phiên,1,703
逃,逃,táo,đào,1,704
唐,唐,táng,đường,1,705
春,春,chūn,xuân,1,706
聞,闻,wén,văn / vấn / vặn,3,707
闻,闻,wén,~văn,1,707
奇,奇,qí,kỳ / kì / cơ,3,708
略,略,lüè,lược,1,709
甲,甲,jiǎ,giáp,1,710
楚,楚,chǔ,sở,1,711
喊,喊,hǎn,hảm,1,712
份,份,fèn,phần / phân,2,713
班,班,bān,ban,1,714
广,广,guǎng,nghiễm / yểm,2,715
廣,广,guǎng,quảng / quáng,2,715
怒,怒,nù,nộ,1,716
孫,孙,sūn,tôn / tốn,2,717
孙,孙,sūn,~tôn,1,717
綉,绣,tòu,tú,1,718
繡,绣,xiù,tú,1,718
绣,绣,xiù,tú,1,718
版,版,bǎn,bản,1,719
壞,坏,huài,hoại,1,720
坏,坯,huài,hoại / phôi / bùi,3,720
組,组,zǔ,tổ,1,721
组,组,zǔ,~tổ,1,721
叶,叶,yè,hiệp,1,722
輪,轮,lún,luân,1,723
轮,轮,lún,lân,1,723
哥,哥,gē,ca,1,724
决,决,jué,quyết,1,725
浠,浠,xī,hơ / hy,2,726
压,压,yā,~nha,1,727
弹,弹,dàn,~đàn,1,728
顯,显,xiǎn,hiển,1,729
显,显,xiǎn,~tiển,1,729
語,语,yǔ,ngữ / ngứ,2,730
语,语,yǔ,~ngữ,1,730
室,室,shì,thất,1,731
業,业,yè,nghiệp,1,732
业,业,yè,~diệp,1,732
摸,摸,mō,mạc / mô / mò,3,733
廟,庙,miào,miếu,1,734
庙,庙,miào,miếu,1,734
稍,稍,shāo,sao / sảo,2,735
素,素,sù,tố,1,736
扑,扑,pū,bốc / phốc,2,737
趕,赶,gǎn,cản,1,738
赶,赶,gǎn,cản,1,738
迎,迎,yíng,nghênh / nghịnh,2,739
宝,宝,bǎo,bảo,1,740
果,果,guǒ,quả,1,741
貴,贵,guì,quý,1,742
贵,贵,guì,~quý,1,742
炒,炒,chǎo,sao,1,743
鬧,闹,nào,nháo / náo,2,744
闹,闹,nào,náo,1,744
抬,抬,tái,sĩ / đài,2,745
雨,雨,yǔ,vũ / vú,2,746
齊,齐,qí,tề / tư / trai / tày,4,747
齐,齐,qí,~tày,1,747
騎,骑,qí,kỵ / kị,2,748
骑,骑,qí,qua,1,748
鹽,盐,yán,diêm,1,749
盐,盐,yán,~diêm,1,749
卒,卒,zú,tốt / tuất / thốt,3,750
星,星,xīng,tinh,1,751
哩,哩,lī,lý / ly,2,752
客,客,kè,khách,1,753
襬,摆,bǎi,bãi / bi,2,754
擺,摆,bǎi,bãi / bài / bẫy,3,754
摆,摆,bǎi,~bẫy,1,754
借,借,jiè,tá,1,755
折,折,zhé,chiết / đề,2,756
負,负,fù,phụ,1,757
负,负,fù,phụ,1,757
擊,击,jī,kích,1,758
击,击,jī,~kích,1,758
戴,戴,dài,đái / đội,2,759
细,细,xì,thế,1,760
呆,呆,dāi,ngốc / ngai,2,761
獃,呆,dāi,ngốc / ngai,2,761
奉,奉,fèng,phụng / bổng,2,762
觀,观,guān,quan / quán,2,763
观,观,guān,quan,1,763
唱,唱,chàng,xướng,1,764
華,华,huá,hoa / hoá / hóa,3,765
华,华,huá,hoa,1,765
毒,毒,dú,độc / đốc,2,766
泥,泥,ní,nê / nệ / lầy / nể / nơi / ne / nè / nễ / né / nề,10,767
味,味,wèi,vị,1,768
漸,渐,jiàn,tiệm / tiềm / tiêm,3,769
渐,渐,jiàn,tiệm,1,769
始,始,shǐ,thủy / thuỷ / thí,3,770
橫,横,héng,hoành / hoạnh / quáng,3,771
横,横,héng,hoạnh,1,771
亮,亮,liàng,lượng,1,772
套,套,tào,sáo,1,773
興,兴,xìng,hưng / hứng,2,774
兴,兴,xìng,~tính,1,774
步,步,bù,bộ,1,775
仙,仙,xiān,tiên,1,776
雪,雪,xuě,tuyết,1,777
倍,倍,bèi,bội,1,778
汗,汗,hàn,hãn / hàn,2,779
耳,耳,ěr,nhĩ,1,780
格,格,gé,cách / các,2,781
忌,忌,jì,kỵ / kị / kí,3,782
覈,核,hé,hạch,1,783
核,核,hé,hạch / hạt,2,783
縱,纵,zòng,túng / tung / tổng,3,784
纵,纵,zòng,~tung,1,784
器,器,qì,khí,1,785
藕,藕,ǒu,ngẫu / ngó,2,786
遂,遂,suì,toại,1,787
玩,玩,wán,ngoạn,1,788
翫,玩,wán,ngoạn,1,788
練,练,liàn,luyện,1,789
练,练,liàn,luyện,1,789
罪,罪,zuì,tội,1,790
蓋,盖,gài,cái,1,791
盖,盖,gài,cái,1,791
距,距,jù,cự / cựa,2,792
寨,寨,zhài,trại,1,793
吓,吓,xià,hách,1,794
乘,乘,chéng,thừa / thặng,2,795
廳,厅,tīng,thính / sảnh,2,796
厅,厅,tīng,thính,1,796
歎,叹,tàn,thán,1,797
嘆,叹,tàn,thán / han,2,797
叹,叹,tàn,thán,1,797
恨,恨,hèn,hận,1,798
祭,祭,jì,tế / sái,2,799
屽,屽,han4,hàn,1,800
詔,诏,zhào,chiếu,1,801
诏,诏,zhào,chiếu,1,801
僭,僭,jiàn,tiếm,1,802
斯,斯,sī,tư,1,803
吹,吹,chuī,xuy / xúy / xuý,3,804
虛,虚,xū,hư / khư,2,805
虚,虚,xū,hư,1,805
湯,汤,tāng,thang / sương / thãng,3,806
汤,汤,tāng,thang,1,806
够,够,gòu,cú / hú,2,807
夠,够,gòu,cú / hú,2,807
訊,讯,xùn,tấn,1,808
讯,讯,xùn,~tấn,1,808
姊,姊,zǐ,tỷ / tỉ / chị,3,809
夫,夫,fū,phu / phù,2,810
弦,弦,xián,huyền,1,811
絃,弦,xián,huyền,1,811
环,环,huán,hoàn,1,812
精,精,jīng,tinh,1,813
戶,户,hù,hộ,1,814
户,户,hù,hộ,1,814
揮,挥,huī,huy,1,815
挥,挥,huī,huy,1,815
爬,爬,pá,ba / bò,2,816
豈,岂,qǐ,khởi / khải,2,817
岂,岂,qǐ,~dĩ,1,817
奏,奏,zòu,tấu,1,818
持,持,chí,trì,1,819
鏄,鏄,tuan2,đoàn,1,820
億,亿,yì,ức,1,821
亿,亿,yì,ức,1,821
夜,夜,yè,dạ,1,822
源,源,yuán,nguyên / nguồn,2,823
圍,围,wéi,vi / vây / vè,3,824
围,围,wéi,~vi,1,824
侷,局,jú,cục,1,825
局,局,jú,cục,1,825
圣,圣,shèng,thánh / khốt,2,826
聖,圣,shèng,thánh,1,826
懂,懂,dǒng,đổng,1,827
存,存,cún,tồn,1,828
秒,秒,miǎo,miểu,1,829
唸,念,niàn,niệm / nếm,2,830
念,念,niàn,niệm,1,830
娘,娘,niáng,nương,1,831
孃,娘,niáng,nương,1,831
骨,骨,gǔ,cốt,1,832
插,插,chā,sáp / tráp / chắp,3,833
獻,献,xiàn,hiến,1,834
献,献,xiàn,hiến,1,834
境,境,jìng,cảnh,1,835
密,密,mì,mật,1,836
竹,竹,zhú,trúc,1,837
僧,僧,sēng,tăng,1,838
酸,酸,suān,toan,1,839
痠,酸,suān,toan,1,839
菸,烟,yān,yên / ư,2,840
烟,烟,yān,yên,1,840
超,超,chāo,siêu,1,841
囌,苏,sū,tô,1,842
甦,苏,sū,tô,1,842
蘇,苏,sū,tô / to,2,842
苏,苏,sū,~to,1,842
蛋,蛋,dàn,đản,1,843
隔,隔,gé,cách,1,844
商,商,shāng,thương,1,845
排,排,pái,bài,1,846
堂,堂,táng,đường,1,847
盤,盘,pán,bàn,1,848
盘,盘,pán,bàn,1,848
皇,皇,huáng,hoàng,1,849
争,争,zhēng,~giành,1,850
圓,圆,yuán,viên,1,851
圆,圆,yuán,~viên,1,851
偏,偏,piān,thiên,1,852
顧,顾,gù,cố,1,853
顾,顾,gù,cố,1,853
狗,狗,gǒu,cẩu,1,854
尔,尔,ěr,nể,1,855
雞,鸡,jī,kê,1,856
鷄,鸡,jī,kê,1,856
鸡,鸡,jī,kê,1,856
湘,湘,xiāng,tương / sương,2,857
脫,脱,tuō,thoát / đoái,2,858
脱,脱,tuō,thoát,1,858
撞,撞,zhuàng,chàng / tràng,2,859
工,工,gōng,công,1,860
結,结,jié,kết,1,861
结,结,jié,~kết,1,861
帝,帝,dì,đế / đấy,2,862
篇,篇,piān,thiên,1,863
挺,挺,tǐng,đĩnh,1,864
犯,犯,fàn,phạm,1,865
波,波,bō,ba,1,866
告,告,gào,cáo,1,867
羅,罗,luó,la,1,868
罗,罗,luó,la,1,868
軟,软,ruǎn,nhuyễn,1,869
软,软,ruǎn,~nhuyễn,1,869
千,千,qiān,thiên,1,870
韆,千,qiān,thiên,1,870
紙,纸,zhǐ,chỉ,1,871
纸,纸,zhǐ,chỉ,1,871
試,试,shì,thí,1,872
试,试,shì,~thụy,1,872
然,然,rán,nhiên,1,873
夢,梦,mèng,mộng / mông,2,874
梦,梦,mèng,mộng,1,874
松,松,sōng,tùng,1,875
鬆,松,sōng,tùng / tông,2,875
遼,辽,liáo,liêu,1,876
辽,辽,liáo,liêu,1,876
旗,旗,qí,kỳ / cờ,2,877
綠,绿,lǜ,lục,1,878
緑,绿,lǜ,lục,1,878
绿,绿,lǜ,lục,1,878
痛,痛,tòng,thống,1,879
准,准,zhǔn,chuẩn / chốn,2,880
樂,乐,lè,nhạc / lạc / nhạo,3,881
乐,乐,lè,lạc,1,881
誌,志,zhì,chí,1,882
志,志,zhì,chí,1,882
槸,槸,yi4,nghĩa,1,883
失,失,shī,thất,1,884
害,害,hài,hại / hạt,2,885
陪,陪,péi,bồi,1,886
啥,啥,shá,xá,1,887
緻,致,zhì,trí / nhí,2,888
致,致,zhì,trí / nhí,2,888
基,基,jī,cơ,1,889
證,证,zhèng,chứng,1,890
証,证,zhèng,chứng,1,890
证,证,zhèng,chứng,1,890
躲,躲,duǒ,đoá,1,891
确,确,què,xác,1,892
確,确,què,xác,1,892
逼,逼,bī,bức,1,893
丁,丁,dīng,đinh / chênh,2,894
政,政,zhèng,chính / chánh,2,895
烤,烤,kǎo,khảo,1,896
艦,舰,jiàn,hạm,1,897
舰,舰,jiàn,~hạm,1,897
炮,炮,pào,pháo / bào,2,898
社,社,shè,xã,1,899
钟,钟,zhōng,~chuông,1,900
咬,咬,yǎo,giảo / rao,2,901
糖,糖,táng,đường,1,902
勸,劝,quàn,khuyến,1,903
劝,劝,quàn,~khuyến,1,903
宜,宜,yí,nghi,1,904
腰,腰,yāo,yêu,1,905
榪,杩,mà,mã,1,906
杩,杩,mà,mã,1,906
灭,灭,miè,~diệt,1,907
箭,箭,jiàn,tiễn / tiến,2,908
側,侧,cè,trắc,1,909
侧,侧,cè,trắc,1,909
尋,寻,xún,tầm,1,910
寻,寻,xún,~tầm,1,910
躺,躺,tǎng,thảng / thẳng,2,911
襄,襄,xiāng,tương,1,912
角,角,jiǎo,giác / góc / giốc,3,913
恩,恩,ēn,ân,1,914
哦,哦,ó,nga,1,915
跪,跪,guì,quỳ / quỵ,2,916
遇,遇,yù,ngộ,1,917
澶,澶,chán,thiền / đạn,2,918
穀,谷,gǔ,cốc,1,919
谷,谷,gǔ,cốc / lộc / dục,3,919
猛,猛,měng,mãnh,1,920
印,印,yìn,ấn,1,921
異,异,yì,dị,1,922
异,异,yì,di,1,922
拖,拖,tuō,tha / đà,2,923
糧,粮,liáng,lương,1,924
粮,粮,liáng,lương,1,924
韓,韩,hán,hàn,1,925
韩,韩,hán,~hàn,1,925
查,查,chá,tra,1,926
嘛,嘛,ma,ma,1,927
燈,灯,dēng,đăng,1,928
灯,灯,dēng,đăng,1,928
抗,抗,kàng,kháng,1,929
伸,伸,shēn,thân,1,930
店,店,diàn,điếm,1,931
阳,阳,yáng,dương,1,932
阵,阵,zhèn,trận,1,933
兄,兄,xiōng,huynh,1,934
帳,帐,zhàng,trướng,1,935
帐,帐,zhàng,trướng,1,935
编,编,biān,~biên,1,936
智,智,zhì,trí,1,937
沿,沿,yán,duyên,1,938
操,操,cāo,thao / tháo,2,939
載,载,zài,tái / tải / tại,3,940
载,载,zài,tái,1,940
暗,暗,àn,ám,1,941
靈,灵,líng,linh,1,942
灵,灵,líng,linh,1,942
百,百,bǎi,bách / trăm / bá / mạch,4,943
遭,遭,zāo,tao,1,944
移,移,yí,di / dị / dời / sỉ,4,945
砍,砍,kǎn,khảm,1,946
郭,郭,guō,quách,1,947
養,养,yǎng,dưỡng / dượng,2,948
养,养,yǎng,~dưỡng,1,948
衚,胡,hú,hồ,1,949
鬍,胡,hú,hồ,1,949
胡,胡,hú,hồ,1,949
呼,呼,hū,hô / há,2,950
般,般,bān,bàn / bát / ban,3,951
託,托,tuō,thác,1,952
托,托,tuō,thác / thước / thốc / thách / thướt,5,952
宗,宗,zōng,tông,1,953
衣,衣,yī,y / ý,2,954
仗,仗,zhàng,trượng,1,955
艘,艘,sōu,tao / sưu,2,956
盛,盛,shèng,thịnh / thình,2,957
補,补,bǔ,bổ,1,958
补,补,bǔ,bảo,1,958
幺,幺,yāo,yêu,1,959
吾,吾,wú,ngô / ngo,2,960
筆,笔,bǐ,bút,1,961
笔,笔,bǐ,tất,1,961
費,费,fèi,phí / bỉ,2,962
费,费,fèi,~phí,1,962
柄,柄,bǐng,bính,1,963
瓦,瓦,wǎ,ngõa / ngoã / ngói,3,964
簡,简,jiǎn,giản,1,965
败,败,bài,bại,1,966
弟,弟,dì,đệ / đễ,2,967
拱,拱,gǒng,củng / cõng,2,968
嶺,岭,lǐng,lĩnh,1,969
岭,岭,lǐng,linh,1,969
畢,毕,bì,tất,1,970
毕,毕,bì,tất,1,970
床,床,chuáng,sàng,1,971
牀,床,chuáng,sàng / giường,2,971
洗,洗,xǐ,tẩy / tiển,2,972
止,止,zhǐ,chỉ,1,973
饮,饮,yǐn,ẩm,1,974
牌,牌,pái,bài,1,975
爹,爹,diē,đa / đà / tía,3,976
勁,劲,jìn,kính / kình / cứng,3,977
劲,劲,jìn,~cứng,1,977
碗,碗,wǎn,oản,1,978
爷,爷,yé,gia,1,979
魔,魔,mó,ma,1,980
君,君,jūn,quân,1,981
孔,孔,kǒng,khổng,1,982
惡,恶,è,ác / ô / ố,3,983
恶,恶,è,ác,1,983
洲,洲,zhōu,châu / chao,2,984
獎,奖,jiǎng,thưởng / tưởng,2,985
奬,奖,jiǎng,tưởng,1,985
奖,奖,jiǎng,tưởng,1,985
朮,术,shù,truật,1,986
术,术,shù,thuật,1,986
涔,涔,cén,sầm,1,987
棣,棣,dì,lệ / thế / đại / đệ,4,988
哼,哼,hēng,hanh,1,989
奪,夺,duó,đoạt,1,990
夺,夺,duó,thoát,1,990
豬,猪,zhū,trư,1,991
猪,猪,zhū,trư,1,991
搭,搭,dā,đáp / đắp,2,992
扶,扶,fú,phù / phò,2,993
脈,脉,mài,mạch,1,994
脉,脉,mài,mạch,1,994
趙,赵,zhào,triệu,1,995
赵,赵,zhào,~triệu,1,995
聯,联,lián,liên,1,996
联,联,lián,loan,1,996
佛,佛,fú,phật,1,997
穴,穴,xué,huyệt,1,998
蟲,虫,chóng,trùng,1,999
虫,虫,chóng,trùng,1,999
莫,莫,mò,mạc / bá / mộ / mạch,4,1000
价,价,jià,giá / giới,2,1001
造,造,zào,tạo / tháo,2,1002
登,登,dēng,đăng,1,1003
增,增,zēng,tăng,1,1004
戲,戏,xì,hí / hô / huy,3,1005
戏,戏,xì,~hí,1,1005
竴,竴,cun1,thốn,1,1006
鳥,鸟,niǎo,điểu,1,1007
鸟,鸟,niǎo,~điểu,1,1007
歌,歌,gē,ca,1,1008
繞,绕,rào,nhiễu,1,1009
绕,绕,rào,yểu,1,1009
譭,毁,huǐ,huỷ,1,1010
燬,毁,huǐ,hủy / huỷ,2,1010
毀,毁,huǐ,hủy / huỷ,2,1010
毁,毁,huǐ,~huỷ,1,1010
屾,屾,shēn,~sâm,1,1011
蒙,蒙,méng,mông,1,1012
懞,蒙,méng,mông / mong,2,1012
切,切,qiè,thiết / thế / tiếp,3,1013
防,防,fáng,phòng,1,1014
尖,尖,jiān,tiêm,1,1015
踢,踢,tī,thích,1,1016
卡,卡,kǎ,tạp / ca / khải,3,1017
父,父,fù,phụ / phủ,2,1018
塔,塔,tǎ,tháp,1,1019
弱,弱,ruò,nhược,1,1020
雕,雕,diāo,điêu,1,1021
琱,雕,diāo,điêu,1,1021
羊,羊,yáng,dương,1,1022
鍙,鍙,hu4,hồ,1,1023
肯,肯,kěn,khẳng / khải,2,1024
母,母,mǔ,mẫu,1,1025
腦,脑,nǎo,não,1,1026
脑,脑,nǎo,~não,1,1026
鏈,链,liàn,liên,1,1027
視,视,shì,thị,1,1028
视,视,shì,thị,1,1028
枚,枚,méi,mai,1,1029
擋,挡,dǎng,đáng / đảng,2,1030
挡,挡,dǎng,đảng,1,1030
婚,婚,hūn,hôn,1,1031
滑,滑,huá,hoạt / cốt / gột,3,1032
沙,沙,shā,sa / xa / sá / xoà / nhểu / sà,6,1033
鍦,鍦,shi1,thị,1,1034
雄,雄,xióng,hùng,1,1035
吐,吐,tǔ,thổ,1,1036
扎,扎,zhā,trát,1,1037
輸,输,shū,thâu / thua / thú,3,1038
输,输,shū,~thâu,1,1038
许,许,xǔ,~hủ,1,1039
闖,闯,chuǎng,sấm,1,1040
闯,闯,chuǎng,~sấm,1,1040
捧,捧,pěng,phủng / bưng / bổng,3,1041
福,福,fú,phúc,1,1042
案,案,àn,án / an / yên,3,1043
順,顺,shùn,thuận,1,1044
顺,顺,shùn,tuân,1,1044
塞,塞,sāi,tắc / tái,2,1045
閃,闪,shǎn,thiểm,1,1046
闪,闪,shǎn,thiểm,1,1046
震,震,zhèn,chấn,1,1047
遷,迁,qiān,thiên,1,1048
迁,迁,qiān,thiên,1,1048
課,课,kè,khóa / khoá,2,1049
课,课,kè,khoá,1,1049
尾,尾,wěi,vĩ,1,1050
挖,挖,wā,oạt,1,1051
混,混,hùn,hỗn / hồn / cổn / hổn,4,1052
累,累,lèi,lũy / luy / luỹ / lụy / luỵ,5,1053
纍,累,léi,luy / luỵ,2,1053
夾,夹,jiā,giáp,1,1054
夹,夹,jiā,giáp,1,1054
灰,灰,huī,hôi / khôi,2,1055
袁,袁,yuán,viên,1,1056
搬,搬,bān,bàn / ban / bưng,3,1057
扯,扯,chě,xả / chải,2,1058
丟,丢,diū,đâu / điêu,2,1059
丢,丢,diū,đâu / điêu,2,1059
独,独,dú,độc,1,1060
跨,跨,kuà,khóa / khoá,2,1061
施,施,shī,thí / thi / dị / thỉ,4,1062
麯,曲,qū,khúc,1,1063
曲,曲,qū,khúc,1,1063
鞦,秋,qiū,thu,1,1064
秋,秋,qiū,thu,1,1064
陵,陵,líng,lăng,1,1065
淺,浅,qiǎn,thiển / tiên,2,1066
浅,浅,qiǎn,~thiển,1,1066
蔘,参,shēn,sâm / sam,2,1067
参,参,cān,~xam,1,1067
授,授,shòu,thụ,1,1068
糕,糕,gāo,cao,1,1069
斜,斜,xié,tà / gia,2,1070
秦,秦,qín,tần,1,1071
挑,挑,tiāo,thiêu / khiêu / thao / thiểu / thêu / vẹo,6,1072
擦,擦,cā,sát / xát,2,1073
瞎,瞎,xiā,hạt,1,1074
亭,亭,tíng,đình,1,1075
扇,扇,shàn,phiến / thiên,2,1076
露,露,lù,lộ,1,1077
註,注,zhù,chú,1,1078
注,注,zhù,chú,1,1078
鎊,镑,bàng,bảng / bàng,2,1079
镑,镑,bàng,bàng,1,1079
尼,尼,ní,ni / nặc / nệ / nật,4,1080
臨,临,lín,lâm / lấm,2,1081
临,临,lín,lâm,1,1081
護,护,hù,hộ,1,1082
护,护,hù,hộ,1,1082
絲,丝,sī,ti / tơ,2,1083
丝,丝,sī,~tư,1,1083
屼,屼,wù,ngột,1,1084
笉,笉,qǐn,chẩn,1,1085
溫,温,wēn,ôn / ồn / uẩn,3,1086
温,温,wēn,ồn,1,1086
識,识,shí / shì,thức / chí,2,1087
识,识,shí / shì,~thức,1,1087
醒,醒,xǐng,tỉnh,1,1088
演,演,yǎn,diễn,1,1089
賽,赛,sài,tái / trại,2,1090
赛,赛,sài,~tái,1,1090
抽,抽,chōu,trừu,1,1091
屋,屋,wū,ốc,1,1092
氨,氨,ān,an,1,1093
旨,旨,zhǐ,chỉ,1,1094
創,创,chuàng,sáng / sang / thương,3,1095
创,创,chuàng,sáng,1,1095
例,例,lì,lệ / lề,2,1096
番,番,fān,phiên / ba / bà / phen / phiện / phan,6,1097
躍,跃,yuè,dược,1,1098
跃,跃,yuè,~dược,1,1098
校,校,xiào,giáo / hiệu / hào / chò / giâu,5,1099
料,料,liào,liệu / liêu,2,1100
牙,牙,yá,nha,1,1101
廊,廊,láng,lang,1,1102
透,透,tòu,thấu,1,1103
滾,滚,gǔn,cổn / củn,2,1104
滚,滚,gǔn,cổn,1,1104
藍,蓝,lán,lam,1,1105
蓝,蓝,lán,lam,1,1105
亩,亩,mǔ,mẫu,1,1106
舞,舞,wǔ,vũ,1,1107
審,审,shěn,thẩm,1,1108
审,审,shěn,thẩm,1,1108
旅,旅,lǚ,lữ,1,1109
配,配,pèi,phối,1,1110
薄,薄,báo / bó,bạc / bác,2,1111
搖,摇,yáo,diêu / dao / gieo,3,1112
摇,摇,yáo,~gieo,1,1112
怔,怔,zhēng,chinh,1,1113
盃,杯,bēi,bôi,1,1114
杯,杯,bēi,bôi,1,1114
富,富,fù,phú,1,1115
狼,狼,láng,lang,1,1116
荊,荆,jīng,kinh,1,1117
荆,荆,jīng,kinh,1,1117
音,音,yīn,âm,1,1118
鼓,鼓,gǔ,cổ,1,1119
珠,珠,zhū,châu,1,1120
襲,袭,xí,tập,1,1121
袭,袭,xí,tập,1,1121
附,附,fù,phụ / phò,2,1122
慢,慢,màn,mạn,1,1123
睜,睁,zhēng,tĩnh / tranh,2,1124
睁,睁,zhēng,~tĩnh,1,1124
圈,圈,quān,quyển / khuyên,2,1125
廢,废,fèi,phế,1,1126
废,废,fèi,~phế,1,1126
癒,愈,yù,dũ / rủ,2,1127
愈,愈,yù,dũ / rủ,2,1127
容,容,róng,dung / dong,2,1128
頒,颁,bān,ban / phân,2,1129
